record_id,text,corrected_label,actionable,source,parent_id,group_id_source,created_at,annotator_id,annotation_version,sample_strategy,original_rule_label,secondary_label,multi_intent_flag
Ugw0FBAt1YPzMGZ94CZ4AaABAg,"This video perfectly lays out why I have always liked Kingdom Hearts better than 2. Whenever I try to say why I come off as a 2 hater even though both games are literally in my top 10 of all time! Fantastic video, glad i finally got around to watching it",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzARiptKuLoxtrx3wN4AaABAg,1:44:24 “Does Xigbar even care about any of this?” Hint hint,general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxL42rvzWUXis572-p4AaABAg,There gonna make so much money as nothing dies on pc Kh is officially on pc boys we need more square enix games,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxDo-kqOSrhfDCLXKZ4AaABAg,Queef?😂😂😂😂 no QUEETH😮😮😮😮😂😂😂😂,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxJ1wimBCNdCvnSzwF4AaABAg,They want money? Attach a kh4 demo to ff7r p3 lmao,general_discussion,False,youtube,yt:sz5gq0LgYWw,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzMGSGeG6WIyCh_HMB4AaABAg,just take the cutscenes or something as a rechain of memories and slap it on. problem solved as best as it can for the lowest costs,general_discussion,False,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxxWkAerHMDPdnmn8B4AaABAg,"I loved your old KH video back then, this new one is just amazing. GOATED",nostalgia_reactivation,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzkpzmUCMFPXk8-9AB4AaABAg,"I don't mind the huge hiatus-like gaps, so long as the game is good. KH3 was fine. Better than fine for me, but even that gap was too long for what the end result was. Now this, this is too long and with little proof to prove it's worth waiting for, it is a bit nerve wracking.",frustrated_demand,True,youtube,yt:wwgOM_BiRQo,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwWBZwPJ_oKNaICTCF4AaABAg,I'm calling it! Master Odin retires and becomes Yen Sid 😅,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugw7bICjHmD-LOUtsaJ4AaABAg,"Out here talking ""THIS"" is the problem with KH Lore as if this story wasn't constantly writting itself into a hole in every game",general_discussion,False,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxSPxodt8Fj5ASs-Ap4AaABAg,"Nice meme, I'll take it. 🫴🏻📦",general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgyZyUQbBoc3FIrCNyJ4AaABAg,Big thanks to NordVPN for supporting this video! Protect your online privacy and support the channel by signing up here: (risk free with a 30-day money-back guarantee!),general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwMl_ONQnoxf_2jNP14AaABAg,Came here after beating KH3 for the 2nd time and was extremely confused at some points. This is BY FAR the best explanation video. Thank you for this!,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgyOsibqfbhdz7lvhW14AaABAg,Will kingdom hearts missing link ever come out anytime in the nearest future of this year?,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwiFZ_zuRa8B8U9US14AaABAg,23:40 “the two upcoming games in the series that we 100% know are coming out in the future” 😅,high_intent,True,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugx53K0Kw5TMM0uhGWh4AaABAg,The phone games were just a bad idea on general. Put big lore things like Dark Road into the actual games instead of in places where fewer people will experience to begin with and will eventually be taken down.,general_discussion,False,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxilWNCTID-hdmzi8R4AaABAg,daily watch #3,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzpwMDqGjZhxE9HFvh4AaABAg,Legendary Refresh. Uploaded 1 Minute Ago. 1 Minute Gang!,general_discussion,False,youtube,yt:sz5gq0LgYWw,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugz6ouE2DwTKCIGarUl4AaABAg,Few years too late. Already sailed the sevens seas in regards to this franchise. Fuck all this exclusivity shit.,frustrated_demand,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxwcpGj1O4ZePlpbN14AaABAg,Could demeyx be a oerson from unreailty (our reality ) like luxord and him staing in these disney worlds is him just having fun,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugx8-1RF_-fVDJJ4B6R4AaABAg,They're making a Kingdom Hearts 4? It's been so long I forgot. 🤣😅,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgyZ-DoxH4RnbXenLWx4AaABAg,"After finishing it, this is pretty much the definitive Kingdom Hearts story synopsis for anyone looking to catch up or just refresh their memory.",general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgyO_z1e-cwnPQB4Xsp4AaABAg,My goat...,general_discussion,False,youtube,yt:6g5otBrymgI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwNLk8jR6fKxfYHEKV4AaABAg,ANYONE Who is the voice at 0:53 ?,general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugxx7h2PmIS3Lp6vhyx4AaABAg,Did somebody say kingdom hearts 4?,general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwXdM_iYrpVno6fb0N4AaABAg,Holy PEAK!!!!!,general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugxf7MBtzSQkFuLNxVZ4AaABAg,What a beautiful and frustrating way to finish this saga.,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwiN1-UAvBKDZb5IBh4AaABAg,Lunafreya is ugly they should've kept the other girl in the trailer,general_discussion,False,youtube,yt:AaZjLq3cIpg,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzSFn43yWlEV1Nnkzp4AaABAg,"1:05:18 - While Newbern was great with fulfilling his more icy, dramatic scenes, I personally don't feel he's the best all-around VA for the character; neither him, nor Hoechlin, to me, have really nailed his performance in every aspect. Sephiroth is badass and cold, but he has surprisingly warm moments in Crisis Core - moments that Newbern and Hoechlin, to me, have really struggled to land. I really hope that you mention this in that future FF7 Compilation video, because it's one of those details that I think is pretty overlooked. They're good for the essence, but not the whole, of Sephiroth as a character.",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxMvRpvaIddOTTSAaR4AaABAg,"Ho ben 3 cattive notizie, la prima cattiva notizia è che le tredici oscurità originali ""vere"" in kingdom hearts hanno la capacità di assorbire energia oscura ""dai altri esseri viventi"" (a più o meno la stessa capacità del assorbimento energetico com'è il super saiyan 4 e Super Saiyan God). La seconda cattiva notizia, è che le tredici oscurità originali ""vere"" in kingdom hearts possono aumentare la loro energia oscura, maniera esponenziale (proprio com'è il super saiyan leggendario di broly in dragon ball Z/dragon ball Super). La terza cattiva notizia, è che le tredici oscurità originali ""vere"" in kingdom hearts si possono fondere con altre oscurità all'interno in esseri viventi, la durata di questa fusione è spesso permanente (proprio com'è la fusione potara ""permanente solamente quando ci sono 2 kaioshin in dragon ball).",general_discussion,False,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwLXeSfO6aLtWl9OHp4AaABAg,"Incredible video as always. The moon is so significant! This game will forever break my heart, but I'm hoping the wait for KH4 will be worth it and that Nomura will get to create Verum Rex.",general_discussion,False,youtube,yt:AaZjLq3cIpg,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugy9u1P7gdXh-QUwdsx4AaABAg,"seeing DQ Of The Stars, Dissidia Opera Omnia, and FF The First Soldier in this made me sad as hell I loved OO and DQOTS bro...",general_discussion,False,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgyOeELkGzaw0ql-tBB4AaABAg,Did NOT know that both the KH heart-shaped moon and the 'regular' quadratum moon were in the ReMIND fight against Xehanort. That is a fascinating detail.,general_discussion,False,youtube,yt:AaZjLq3cIpg,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxXl_qTSCv-5X7VWpN4AaABAg,"21:50 We meet again, old friend.",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwSY7T-LohNB9I9I6p4AaABAg,"I personally feel that a gameplay re-imagining of Missing Link could just be wholesale attached to KH4, Reverse/Rebirth style. Kingdom Hearts games have been weirdly light on story for the past few games, it genuinely wouldn't kill them nor us to release a narrative dense one this time.",general_discussion,False,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugz67gdzbwxtL2Ojv5N4AaABAg,where can I listen to that music used in this video?,general_discussion,False,youtube,yt:78pm-aBw_Ck,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugym1NHnH9tGIzf20Jp4AaABAg,nice the hunter from bloodborne will be in kh4,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxdfB_JejIwXDH7GJ14AaABAg,"if you read the bible you will be able to solve many of these ""mysteries"" even who MoM is an allegory for. KH is basically bible fan fiction.",general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugz0R2gvmFSiNLJ8o0t4AaABAg,Genuinely one of the dumbest stories ever written. God I hate Nomura for making this series.,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxV9HoouplQ3MoruHZ4AaABAg,"I feel like the best descriptor for Kingdom Hearts Secret Endings is that they're like dreams. You're getting all these cool visuals, one after another, that aren't really meant to be delved into TOO literally. There's no explanation, but it's cool as heck to see. Some stuff will actually happen, some stuff will be changed, and some stuff straight up won't happen.",general_discussion,False,youtube,yt:_cyFXvII1sQ,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugx1GuIV6Ad8FRNTV1l4AaABAg,I’ve been watching you since the ffxv days and it’s really nice seeing you revisit ffxv and its development history. Love these videos and thank you for putting time and effort in these videos! The amount of new information you find on this game is insane!! And I thought I knew everything lollol,general_discussion,False,youtube,yt:AaZjLq3cIpg,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxRwPP0rBhmsxR966l4AaABAg,this is the only video that i've watched for 6 hours straight! Thank you for this! i'll be back watching it again once kh4 is released ❤,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugzw2H5BLWAm8BEb9TN4AaABAg,Thank you!❤ 6:06:37,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzBbktfE8_rdWrrreV4AaABAg,"Usually I don't leave comments, but it's been a while I've seen a video this good (yet to play the Kill The Past games as I'm busy w/ irl stuff, so this is the first Maboroshi video for me). Really good, really really good, it makes me really proud as a viewer. Thanks for the high quality content and, above all, for the sincerity this series deserves.",general_discussion,False,youtube,yt:6g5otBrymgI,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgxTACxXE1SgAAfhLY14AaABAg,"Kingdom Hearts 2 always be my favorite game in the Kingdom Hearts games. Kingdom Hearts is so special to me been in the fandom since I was 11/12,",general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwN6KRsub265bQLw654AaABAg,If anything I think a new Trailer for KH4 will probably show up at D23 this year. That's the most likely place Kingdom Hearts may show up since the game has Disney properties in it like the Disney Worlds Port Royal from Pirates of the Caribbean and Hollow Bastion/Beasts Castle from Beauty and the Beast.,general_discussion,False,youtube,yt:XO1PlvNN_7s,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwWZV1ijBPOLoqxBpt4AaABAg,It seems every game merely serves to further convolute the plot. There's no logical progression.,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgzLYXUKbk8QVlcjYKZ4AaABAg,Another banger of a video. Great work!,general_discussion,False,youtube,yt:AaZjLq3cIpg,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
UgwZ1q-YVX0WvHMfa7p4AaABAg,4:43:41 is that your logo lol??,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,recall,general_discussion,,
Ugxl6jWDKpxVto7rOnt4AaABAg,"Sora, being the master of masters makes a lot of sense. I don't understand why that would be a disappointment. Honestly, it's what I would want.",confusion_barrier,True,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgxBMPXWIPMUrqwScnB4AaABAg,This game’s lore was way too complicated for my 12 year old brain to be irrationally obsessed with. What the hell.,general_discussion,False,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgwvEsteQMfd2-By5uF4AaABAg,this game is one of my personal favorites because sure the story is confusing and all but to combine square enix characters with disney characters on top of everything else makes it unique in its on right. The fact this game is coming to steam is huge and makes me very happy. i have a daughter who can enjoy it just as much as i can,confusion_barrier,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgyEMGI5fh4XrHehpRJ4AaABAg,What is Kingdom hearts this shit is confusing as hell,confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
Ugyx8_F_pNdjpzZibfV4AaABAg,"My first experience in kingdom hearts is KH:Chains of Memories from gameboy advance, i drop it immediately since i don't understand why there are disney characters in it, so i boot up the game again when i was 14 trying to figure it out, then it give me more questions than closure in the end lolz.",confusion_barrier,True,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgzIPpVhSWVeifBO8Ch4AaABAg,"I think the real question that most people are asking is ""Which games are must play and which games should I skip?"" Kingdom Hearts makes it a bit confusing to deduce what is a mainline entry and what is a spin off; Kingdom Hearts 1, 2 and 3 are definitely mainline but what about Birth by sleep, Dream drop distance and chain of memories? 385/2 days and Re Coded are definitely skippable but what about the rest?",confusion_barrier,True,youtube,yt:eFfZqeXbioU,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
Ugw7whWbysCOOoGf2bl4AaABAg,At least im not the only one who thought recoded was confusing as all hell,confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgxqV1ytvAF8IO6eI8B4AaABAg,"when you look at the similarities between unionX and monster hunter world I don't understand why unionX, dark road, missing link, can't be they're own game, yeah I know money right but doing what they do with the schedule release of game, I think it's what make it impossible for the most part other than that someone must hate nomura x) first versus 13 and now missing link ( I've seen the video I know that everything is bad right now for square on multiple lvl but I still have hope)",confusion_barrier,True,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
Ugx4VeKmJp_XBhIjUx94AaABAg,I just wanted to thank u again for this clear and concise retelling of a very convoluted and confusing narrative 💪,confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgyqEmj6gNG_tAGcncl4AaABAg,"The series really isn't any more confusing than any other long running series that has an overarching plot such as the Avengers series. The issue is the original release of the games were awful because you had to own so many consoles. It also didn't help that people thought anything not numbered was just a spin off that doesn't matter. If you actually just play the series in order and pay attention to the games, you'll understand the story. Some do just require a bit more attention than others (DREAM DROP DISTANCE)",confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
Ugwab_2yIWTC9hMnLP14AaABAg,"i dont care how old i am, i love this game. there's something about kingdom hearts that you'll love, even if the lore is confusing. you get to be friends with the characters you love. my summer vacations over, but i will forever play this game again and again #KHonSteam #Contest",confusion_barrier,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgwBzCyUHsLF8Q95fJB4AaABAg,6 hours later I forgot who who was .Least confusing story ever told,confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgwApC9ZnRZqZtdkG7p4AaABAg,"Ironic that the game called ""missing link"" became a literal missing link. Did they plan to be this confusing? Probably, its KH.",confusion_barrier,True,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgzZRnaUAex8J9riJyR4AaABAg,"I have never played KH with the JP voices, so the first 10 seconds of this video were quite a flash-bang! Genie calls himself Jini-chan in JP, that's SO CUTE, AWWW! And the interstitial jump-cuts to Cloud Strife playing chess with nobody and throwing jokers at the board is definitely keeping my attention! I don't understand it, but I'm captivated!",new_customer_interest,True,youtube,yt:6g5otBrymgI,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgzukjJGZwON5uQ4Xud4AaABAg,"Anyway, because this is first video I see from channel, I don't know if this is channel's normal style, or if video is mimicking KH's style of writing to do the same ""telling info in less digestible way where you have to take a moment to think what they mean"" thing x'D Like I normally listen videos on background, but I kinda have to pause and focus on video to keep up with rapid pace of info overload. Though granted, I don't think that's because of the poetic way of describing themes of KH story points, you do very good job at being easy to understand while being poetic, its more of the rapid pace of speaking and delivery of the information. Like I have trouble internalizing all the behind the scenes info between poetic tellings of story points if I don't start to focus, don't usually have that problem even with my ADHD funnily enough xD (genuinely really informative video especially about Nomura's shenanigans and confusing his own team and disney executives)",confusion_barrier,True,youtube,yt:6g5otBrymgI,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
Ugxgu6iAC4-gSXLT_6N4AaABAg,"They really gotta stop putting these games on mobile, especially since they’re putting key info from the story in there. All of the mobile games were horrendously boring, I couldn’t get more than halfway in each one. They just gotta a sole type of short movie or something explaining all of it cause it’s incredibly confusing.",confusion_barrier,True,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgymHGTztjSmuN043dJ4AaABAg,"Death is the most confusing part of this series. It's like the comic book version of how super heros never really die or stay dead for long, just on Broly type Super Saiyan steroids.",confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgwUZztqFN8wdSwky7J4AaABAg,"Maybe it'll be an opportunity to simplify the lore, which is needed. I don't think KH is too complicated, but it's needlessly complex and convoluted, as if they never dropped plot or lore ideas.",general_discussion,False,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgywDI12SDAlV2z8mYJ4AaABAg,"Bruh, this series is so confusing im already starting tonget lost 30 min. Not because of the recap, no, that part is great! Keep up the great work!",confusion_barrier,True,youtube,yt:nS1DfiJAtEk,permalink_derived,,annotator_1,audit_v1_2025,precision,confusion_barrier,,
UgxZdpf44za2oLVCwWp4AaABAg,"Whats distressing about this to me is that means we're just gonna have to wait even longer for kh4, likely still with no news. And before anyone goes ""The gap between 2 and 3-"" we had games. We had things to tide us over and fill out the lore a bit more. Not to mention the collections and expanded versions of older titles. I hope they manage to rework what was in Missing Link into a new game or something (a movie is not sufficient as any fan will tell you), but that's not exactly an easy task, especially since they'd have to run it by Square, and Sqaure's buisness model lately has been ""Work on FF7R and nothing else for 10 years"". I hope this isnt where KH dies as a franchise, but im not hopeful given how KH has always operated releasing smaller titles and that not being allowed by Square anymore. I know that might seem dramatic, but i mean, ask Nier fans what happened to their franchise... or Twewy fans... or...",frustrated_demand,True,youtube,yt:-3-bVFiTTCE,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
Ugw1mMzrugTJKhSAD2Z4AaABAg,Ah yes the long wait for KH2 from 2003-2005 due to it being revealed to early (simpler times) Now we have KH4 revealed 4 years ago and still no release date or even follow up trailer since the first one. Oh how much times change yet stay the same.,frustrated_demand,True,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
UgwWrW6JtyrO2p7yWDV4AaABAg,"I was 12 when KH1 came out now nearing 35!!!!! … this franchise is so ADHD I’m begging, It’s been 84 years… get on with KH4 😖 Sora’s mom is still waiting for him to come down for dinner and Haley Joel Osment ain’t getting any younger 🥲",frustrated_demand,True,youtube,yt:G5_3qdf19BU,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
UgxbkJS4CLXuL8yE52t4AaABAg,Bluett in regard to KH2’s release: “This anticipation however was also tinged with a certain frustration at the long wait.” *Me looking at KH3’s release date*,general_discussion,False,youtube,yt:9d8LK9840IU,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
Ugx0QDjeelop_cyyGOd4AaABAg,"Just so we're keeping track of the scoreboard: KH3 was announced in 2013 and released in 2019. Wait time: 6 years. In that time, we got: 1. Several remix packages of all the games 2. 0.2 3. Back Cover 4. Slow drip of Union X over a span of all those years 5. Tons of trailers and tech demos for KH3 KH4 was announced in 2022 and still unreleased in 2026. Wait time: 4 years and counting. In that time, we've gotten: 1. The ending of Dark Road 2. ONE beta trailer for KH4 and a couple screenshots 3. Trailers and beta tests for a mobile game that got cancelled We've got a couple years to go before we match the wait time for KH3, but all in all, I'd say the franchise is in worse straits than it ever was during that period.",frustrated_demand,True,youtube,yt:sz5gq0LgYWw,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
UgwCN5FHevdpk7yJZxp4AaABAg,He said the kingdom hearts 4 release date is inside the black box lol that was pretty funny 😂,general_discussion,False,youtube,yt:zux8BX6EuxI,permalink_derived,,annotator_1,audit_v1_2025,precision,frustrated_demand,,
